Model ID	SS	CyclinB_CDK1	CyclinD_CDK4_6	CASP3	CYCS	CyclinB_CDK1	CyclinD_CDK4_6	CASP3	CYCS
COLO205_network_run_0__G9_M0_PD_03	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_11__G9_M0_PD_03	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_10__G9_M1_PD_03	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_15__G9_M0_PD_03	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_11__G9_M0_PD_03_PD_10	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_12__G9_M0_PD_03	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_13__G9_M0_PD_03	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_15__G9_M0_PD_03_PD_10	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_10__G9_M1_PD_03_PD_10	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_0__G9_M0_PD_03_PD_06	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_13__G9_M0_PD_03_PD_10	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_0__G9_M0_PD_03_PD_10	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_11__G9_M0_PD_03_PD_06	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_0__G9_M0_PD_03_PD_07	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_11__G9_M0_PD_03_PD_07	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_12__G9_M0_PD_03_PD_10	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_0__G9_M0_PD_03_PD_05	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_11__G9_M0_PD_03_PD_05	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_12__G9_M0_PD_03_PD_06	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_15__G9_M0_PD_03_PD_06	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_12__G9_M0_PD_03_PD_05	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_15__G9_M0_PD_03_PD_07	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_12__G9_M0_PD_03_PD_07	0	NA	NA	NA	NA	NA	NA	NA	NA
COLO205_network_run_15__G9_M0_PD_03_PD_05	0	NA	NA	NA	NA	NA	NA	NA	NA
